promedio,promedio_establecimiento,desviacion,nivel_superior,nivel_minimo,nivel_satisfactorio,nivel_avanzado
314.0,1.9,68.0,15.0,38.0,39.0,9.0
319.0,0.0,54.0,6.0,44.0,39.0,11.0
261.0,0.0,56.0,69.0,21.0,7.0,3.0
285.0,1.7,58.0,28.0,58.0,12.0,2.0
295.0,3.4,44.0,17.0,51.0,28.0,5.0
312.0,2.0,49.0,7.0,46.0,41.0,7.0
295.0,1.9,47.0,41.0,37.0,17.0,4.0
306.0,2.5,49.0,7.0,52.0,39.0,3.0
288.0,2.5,50.0,21.0,67.0,11.0,1.0
292.0,3.5,45.0,20.0,41.0,32.0,8.0
325.0,4.5,49.0,1.0,37.0,59.0,2.0
279.0,4.0,54.0,30.0,43.0,17.0,10.0
287.0,4.4,48.0,20.0,72.0,7.0,1.0
286.0,4.2,58.0,27.0,46.0,16.0,11.0
295.0,1.3999999999999997,52.0,15.0,50.0,33.0,3.0
278.0,1.3999999999999997,53.0,54.0,32.0,12.0,3.0
311.0,1.7,57.0,13.0,56.0,28.0,3.0
272.0,2.6,54.0,59.0,29.0,10.0,3.0
301.0,1.7,54.0,17.0,43.0,25.0,14.0
293.0,2.7,58.0,18.0,48.0,30.0,4.0
308.0,1.9,62.0,19.0,36.0,27.0,18.0
331.0,1.7,57.0,4.0,35.0,55.0,7.0
325.0,3.4,63.0,6.0,39.0,49.0,6.0
303.0,3.1,60.0,36.0,39.0,16.0,10.0
329.0,3.4,61.0,9.0,25.0,43.0,23.0
321.0,2.9,56.0,9.0,34.0,46.0,11.0
312.0,3.9,71.0,19.0,55.0,18.0,8.0
311.0,3.4,60.0,13.0,37.0,31.0,20.0
288.0,2.8,56.0,20.0,53.0,23.0,5.0
296.0,4.3,56.0,27.0,34.0,28.0,11.0
292.0,4.6,60.0,27.0,39.0,20.0,14.0
278.0,3.5,54.0,33.0,58.0,7.0,2.0
286.0,3.2,64.0,45.0,37.0,10.0,9.0
302.0,3.7,57.0,14.0,51.0,32.0,3.0
300.0,0.8999999999999999,52.0,12.0,53.0,28.0,7.0
284.0,0.8999999999999999,53.0,51.0,30.0,15.0,4.0
317.0,3.1,57.0,3.0,45.0,47.0,5.0
285.0,3.5,64.0,32.0,55.0,10.0,3.0
303.0,3.5,53.0,16.0,39.0,33.0,13.0
289.0,4.0,60.0,30.0,36.0,22.0,12.0
277.0,10.0,56.0,19.0,50.0,27.0,4.0
264.0,3.0,42.0,65.00000000000001,27.0,8.0,0.0
288.0,8.1,50.0,22.0,70.0,9.0,0.0
309.0,4.3,61.0,19.0,42.0,23.0,15.0
269.0,11.4,64.0,39.0,35.0,19.0,8.0
337.0,9.7,60.0,0.0,44.0,39.0,17.0
315.0,3.3,59.0,11.0,39.0,38.0,12.0
300.0,4.2,59.0,22.0,57.0,19.0,3.0
296.0,2.9,52.0,31.0,46.0,20.0,4.0
289.0,2.6,48.0,20.0,51.0,22.0,8.0
310.0,4.5,62.0,15.0,38.0,42.0,6.0
301.0,2.6,47.0,14.0,48.0,28.0,10.0
319.0,1.3999999999999997,60.0,12.0,53.0,30.0,4.0
301.0,1.8,53.0,19.0,39.0,31.0,11.0
300.0,1.3999999999999997,55.0,11.0,54.0,28.0,7.0
343.0,1.5000000000000002,64.0,6.0,29.0,52.0,13.0
287.0,1.3999999999999997,54.0,45.0,41.0,10.0,5.0
296.0,2.1,58.0,22.0,39.0,25.0,14.0
286.0,1.3999999999999997,71.0,57.0,22.0,11.0,10.0
322.0,1.3999999999999997,68.0,12.0,36.0,30.0,22.0
324.0,4.4,67.0,15.0,28.0,30.0,28.0
306.0,3.8,58.0,17.0,32.0,31.0,20.0
341.0,3.0,61.0,5.000000000000002,24.0,59.0,12.0
288.0,3.2,64.0,31.0,52.0,15.0,3.0
293.0,5.3,57.0,21.0,48.0,25.0,7.0
321.0,4.1,60.0,6.0,38.0,45.0,11.0
267.0,5.4,58.0,64.0,23.0,11.0,2.0
290.0,5.8,45.0,19.0,49.0,26.0,7.0
301.0,3.9,57.0,17.0,66.0,15.0,2.0
285.0,7.700000000000001,60.0,33.0,30.0,28.0,9.0
323.0,2.2,56.0,6.0,43.0,38.0,13.0
320.0,6.0,65.0,11.0,36.0,48.0,6.0
294.0,2.1,55.0,40.0,41.0,13.0,6.0
305.0,2.9,52.0,21.0,25.0,43.0,11.0
296.0,3.1,56.0,15.0,49.0,25.0,12.0
287.0,4.6,50.0,26.0,60.0,12.0,1.0
295.0,1.6,52.0,16.0,51.0,27.0,7.0
281.0,2.7,58.0,36.0,33.0,18.0,13.0
292.0,2.5,51.0,25.0,41.0,23.0,11.0
266.0,1.5000000000000002,49.0,62.0,30.0,7.0,2.0
298.0,2.3,54.0,23.0,60.0,14.0,3.0
319.0,2.4,57.0,8.0,37.0,50.0,5.0
298.0,0.0,50.0,20.0,44.0,28.0,9.0
285.0,0.0,58.0,41.0,43.0,11.0,5.0
326.0,2.7,55.0,6.0,33.0,55.0,5.0
311.0,0.0,52.0,11.0,49.0,32.0,9.0
304.0,0.0,56.0,19.0,32.0,29.0,20.0
305.0,3.0,61.0,18.0,64.0,12.0,6.0
300.0,4.3,51.0,17.0,65.0,17.0,2.0
272.0,0.0,54.0,25.0,60.0,10.0,5.0
257.0,0.0,45.0,70.0,24.0,5.0,2.0
289.0,4.6,53.0,19.0,46.0,27.0,8.0
308.0,4.4,52.0,6.0,50.0,43.0,2.0
299.0,4.1,47.0,21.0,46.0,27.0,6.0
316.0,2.4,51.0,6.0,45.0,34.0,15.0
302.0,3.7,60.0,11.0,53.0,29.0,8.0
316.0,1.7,58.0,8.0,42.0,46.0,5.0
307.0,2.2,46.0,8.0,48.0,31.0,14.0
282.0,3.8,62.0,50.0,31.0,16.0,3.0
283.0,1.5000000000000002,52.0,29.0,58.0,14.0,0.0
339.0,1.6,56.0,7.0,26.0,35.0,33.0
297.0,1.3000000000000003,49.0,37.0,44.0,13.0,6.0
318.0,1.3999999999999997,54.0,10.0,41.0,40.0,9.0
352.0,2.8,55.0,2.0,24.0,61.0,13.0
330.0,1.6,56.0,9.0,21.0,39.0,32.0
323.0,3.3,65.0,11.0,54.0,26.0,9.0
280.0,4.4,48.0,32.0,40.0,26.0,2.0
269.0,4.2,46.0,30.0,53.0,15.0,2.0
252.0,5.4,50.0,56.0,40.0,2.0,2.0
267.0,5.1,54.0,62.0,26.0,10.0,2.0
271.0,5.2,48.0,20.0,62.0,18.0,0.0
302.0,4.7,49.0,10.0,53.0,33.0,3.0
304.0,3.9,61.0,14.0,49.0,24.0,13.0
301.0,4.4,60.0,21.0,58.0,15.0,6.0
307.0,3.2,51.0,12.0,47.0,29.0,12.0
325.0,5.1,69.0,12.0,28.0,52.0,8.0
272.0,4.2,67.0,33.0,37.0,19.0,10.0
291.0,4.2,67.0,53.0,25.0,9.0,13.0
275.0,3.7,57.0,33.0,55.0,12.0,0.0
238.0,2.2,42.0,86.0,14.0,0.0,0.0
243.0,5.1,57.0,52.0,39.0,6.0,3.0
292.0,4.1,46.0,22.0,44.0,28.0,7.0
285.0,2.7,51.0,24.0,55.0,18.0,4.0
307.0,3.5,54.0,9.0,47.0,41.0,3.0
302.0,3.5,59.0,15.0,46.0,30.0,9.0
292.0,3.9,57.0,32.0,49.0,18.0,2.0
296.0,3.4,57.0,40.0,37.0,15.0,8.0
296.0,3.9,57.0,14.0,51.0,34.0,2.0
308.0,3.6,48.0,13.0,41.0,35.0,10.0
293.0,3.9,52.0,25.0,35.0,23.0,16.0
297.0,5.4,56.0,17.0,47.0,36.0,0.0
268.0,4.6,52.0,35.0,37.0,24.0,4.0
249.0,0.0,44.0,74.0,25.0,2.0,0.0
303.0,5.1,58.0,14.0,43.0,29.0,14.0
285.0,4.6,48.0,21.0,70.0,9.0,0.0
283.0,0.0,59.0,26.0,55.0,9.0,9.0
305.0,2.3,56.0,15.0,61.0,23.0,2.0
314.0,2.5,52.0,11.0,34.0,42.0,14.0
310.0,2.7,62.0,13.0,49.0,24.0,15.0
298.0,2.7,61.0,43.0,27.0,19.0,10.0
292.0,2.4,52.0,21.0,47.0,21.0,11.0
314.0,2.1,51.0,4.0,47.0,48.0,2.0
318.0,2.4,51.0,11.0,54.0,35.0,0.0
318.0,3.0,56.0,13.0,36.0,29.0,23.0
311.0,3.0,57.0,14.0,39.0,29.0,19.0
353.0,2.8,58.0,4.0,23.0,65.0,9.0
336.0,2.3,58.0,7.0,30.0,43.0,20.0
305.0,2.5,65.0,36.0,31.0,21.0,12.0
274.0,2.7,60.0,39.0,52.0,8.0,1.0
272.0,2.6,50.0,27.0,58.0,12.0,3.0
261.0,2.6,52.0,68.0,20.0,11.0,1.0
307.0,3.6,61.0,21.0,35.0,24.0,21.0
289.0,2.4,51.0,18.0,54.0,26.0,1.0
293.0,4.1,65.0,28.0,31.0,27.0,15.0
302.0,1.8,60.0,16.0,47.0,27.0,10.0
293.0,4.1,54.0,22.0,42.0,28.0,9.0
309.0,5.2,63.0,11.0,42.0,41.0,6.0
301.0,4.5,55.0,23.0,50.0,25.0,2.0
324.0,5.1,67.0,13.0,33.0,28.0,27.0
281.0,1.8,59.0,54.0,26.0,16.0,4.0
273.0,2.8,61.0,34.0,41.0,17.0,9.0
303.0,3.9,58.0,13.0,54.0,21.0,12.0
306.0,2.6,56.0,18.0,38.0,30.0,14.0
293.0,3.2,57.0,26.0,58.0,14.0,2.0
296.0,3.5,63.0,15.0,46.0,38.0,2.0
284.0,4.4,64.0,55.0,25.0,13.0,7.0
301.0,7.300000000000001,65.0,21.0,54.0,21.0,5.0
327.0,5.6,62.0,9.0,35.0,31.0,25.0
322.0,5.9,53.0,5.000000000000002,35.0,58.0,2.0
314.0,3.4,49.0,6.0,44.0,43.0,6.0
290.0,6.0,64.0,21.0,37.0,23.0,19.0
273.0,4.0,54.0,60.0,30.0,6.0,4.0
288.0,2.5,42.0,16.0,50.0,27.0,7.0
296.0,4.6,65.0,33.0,43.0,23.0,1.0
299.0,3.0,49.0,16.0,41.0,33.0,10.0
323.0,4.3,61.0,8.0,37.0,47.0,8.0
271.0,0.5,54.0,59.0,30.0,7.0,4.0
306.0,0.5,61.0,15.0,44.0,31.0,11.0
291.0,2.2,56.0,42.0,37.0,13.0,7.0
299.0,2.2,55.0,13.0,52.0,28.0,8.0
291.0,2.4,58.0,29.0,50.0,18.0,2.0
317.0,2.4,56.0,10.0,35.0,51.0,4.0
304.0,2.7,56.0,18.0,42.0,24.0,16.0
304.0,2.9,62.0,19.0,33.0,27.0,20.0
263.0,5.1,67.0,67.0,21.0,4.0,8.0
294.0,3.2,65.0,27.0,50.0,19.0,3.0
288.0,3.4,45.0,18.0,53.0,26.0,3.0
317.0,2.7,56.0,8.0,40.0,47.0,6.0
278.0,4.5,56.0,27.0,40.0,27.0,6.0
295.0,4.2,52.0,19.0,46.0,24.0,10.0
300.0,5.6,65.0,42.0,25.0,20.0,13.0
341.0,5.4,62.0,5.000000000000002,33.0,30.0,32.0
339.0,3.3,68.0,13.0,58.0,15.0,15.0
323.0,0.0,65.0,14.0,31.0,31.0,24.0
360.0,2.7,56.0,0.0,23.0,65.0,13.0
303.0,0.0,65.0,21.0,31.0,27.0,21.0
314.0,2.5,55.0,11.0,35.0,41.0,13.0
327.0,0.0,59.0,5.000000000000002,43.0,33.0,19.0
299.0,2.7,59.0,21.0,61.0,16.0,3.0
293.0,0.0,65.0,41.0,33.0,19.0,7.0
320.0,3.0,65.0,11.0,37.0,49.0,3.0
308.0,2.4,53.0,13.0,29.0,43.0,15.0
293.0,2.4,62.0,43.0,34.0,14.0,9.0
303.0,3.2,64.0,23.0,33.0,33.0,11.0
296.0,2.9,59.0,24.0,32.0,29.0,15.0
298.0,2.4,55.0,21.0,58.0,20.0,1.0
310.0,2.6,59.0,8.0,49.0,40.0,4.0
301.0,2.3,60.0,16.0,46.0,29.0,9.0
268.0,3.8,57.0,60.0,27.0,10.0,4.0
275.0,3.6,68.0,31.0,34.0,22.0,13.0
292.0,2.6,51.0,20.0,68.0,11.0,1.0
314.0,2.9,55.0,7.0,48.0,41.0,4.0
294.0,3.0,57.0,24.0,36.0,30.0,10.0
289.0,3.5,56.0,19.0,54.0,22.0,5.0
288.0,0.0,64.0,19.0,48.0,33.0,0.0
292.0,0.0,57.0,48.0,28.0,14.0,10.0
312.0,0.0,65.0,18.0,40.0,28.0,15.0
291.0,2.7,44.0,21.0,48.0,26.0,5.0
279.0,0.0,52.0,31.0,55.0,13.0,0.0
280.0,3.0,48.0,23.0,53.0,18.0,6.0
291.0,2.0,62.0,27.0,30.0,31.0,12.0
283.0,0.8000000000000003,51.0,51.0,32.0,13.0,4.0
306.0,1.8,56.0,13.0,45.0,28.0,14.0
286.0,2.3,59.0,30.0,56.0,13.0,1.0
310.0,2.4,59.0,11.0,43.0,41.0,6.0
314.0,0.8999999999999999,54.0,9.0,49.0,33.0,9.0
296.0,0.0,58.0,17.0,51.0,24.0,9.0
279.0,0.0,43.0,32.0,39.0,24.0,4.0
339.0,3.9,53.0,2.0,33.0,56.0,9.0
294.0,0.0,46.0,16.0,42.0,34.0,8.0
271.0,0.0,42.0,61.0,34.0,6.0,0.0
340.0,4.6,63.0,9.0,44.0,40.0,7.0
272.0,4.4,54.0,34.0,45.0,15.0,6.0
299.0,4.1,52.0,18.0,46.0,22.0,15.0
312.0,4.0,63.0,15.0,40.0,35.0,11.0
273.0,3.0,50.0,37.0,55.0,8.0,1.0
317.0,3.5,57.0,7.0,44.0,45.0,4.0
284.0,4.2,63.0,50.0,29.0,16.0,5.0
290.0,0.8999999999999999,67.0,30.0,50.0,16.0,4.0
337.0,2.2,52.0,5.000000000000002,26.0,43.0,27.0
316.0,0.8000000000000003,62.0,10.0,41.0,44.0,5.0
306.0,2.1,51.0,14.0,38.0,31.0,18.0
329.0,0.0,60.0,6.0,39.0,33.0,21.0
300.0,0.0,71.0,42.0,28.0,17.0,14.0
277.0,3.1,51.0,28.0,45.0,20.0,7.0
306.0,3.2,52.0,15.0,38.0,35.0,12.0
284.0,3.2,55.0,18.0,59.0,18.0,5.0
320.0,4.9,55.0,4.0,48.0,44.0,5.0
299.0,5.1,57.0,20.0,61.0,18.0,1.0
258.0,3.2,56.0,62.0,30.0,7.0,1.0
306.0,2.3,54.0,14.0,63.0,22.0,2.0
286.0,1.7,50.0,20.0,46.0,25.0,9.0
294.0,1.7,48.0,21.0,46.0,25.0,8.0
325.0,2.7,64.0,8.0,38.0,47.0,8.0
296.0,2.2,69.0,40.0,39.0,11.0,10.0
307.0,2.0,62.0,13.0,45.0,31.0,11.0
309.0,7.700000000000001,64.0,13.0,39.0,44.0,4.0
278.0,2.0,46.0,29.0,45.0,19.0,7.0
282.0,2.2,52.0,30.0,45.0,18.0,7.0
279.0,4.0,51.0,24.0,54.0,21.0,2.0
293.0,7.200000000000001,60.0,25.0,57.0,17.0,1.0
268.0,4.6,59.0,63.0,23.0,8.0,6.0
340.0,0.0,65.0,14.0,29.0,36.0,21.0
342.0,0.0,62.0,14.0,14.0,43.0,29.0
332.0,0.0,84.0,14.0,29.0,29.0,29.0
342.0,0.0,49.0,7.0,21.0,50.0,21.0
293.0,6.1,58.0,18.0,51.0,24.0,6.0
293.0,2.2,55.0,27.0,57.0,14.0,2.0
273.0,6.1,51.0,39.0,36.0,18.0,7.0
303.0,2.2,55.0,11.0,55.0,31.0,3.0
290.0,6.6,55.0,27.0,39.0,26.0,7.0
268.0,6.1,58.0,65.00000000000001,23.0,9.0,4.0
293.0,2.0,60.0,28.0,29.0,30.0,13.0
303.0,2.5,83.0,49.0,22.0,11.0,18.0
337.0,1.7,59.0,4.0,35.0,54.0,8.0
329.0,2.1,73.0,14.0,48.0,28.0,11.0
325.0,1.9,64.0,14.0,30.0,31.0,25.0
334.0,1.9,68.0,9.0,35.0,30.0,26.0
279.0,6.0,59.0,24.0,49.0,28.0,0.0
263.0,3.9,38.0,40.0,57.0,3.0,0.0
290.0,3.9,49.0,23.0,44.0,24.0,9.0
252.0,2.8,48.0,77.0,17.0,5.0,1.0
264.0,4.7,59.0,37.0,42.0,15.0,7.0
281.0,3.3,55.0,23.0,53.0,19.0,5.0
243.0,2.1,49.0,80.0,16.0,4.0,1.0
285.0,5.5,56.0,29.0,55.0,15.0,1.0
283.0,2.4,46.0,26.0,50.0,18.0,7.0
290.0,6.0,61.0,16.0,49.0,32.0,4.0
276.0,2.2,54.0,27.0,54.0,17.0,4.0
264.0,2.4,50.0,36.0,48.0,14.0,2.0
318.0,3.7,55.0,7.0,43.0,44.0,6.0
245.0,2.2,53.0,78.0,18.0,3.0,1.0
303.0,3.5,53.0,13.0,70.0,15.0,3.0
311.0,3.6,58.0,14.0,42.0,29.0,16.0
271.0,4.0,61.0,35.0,44.0,14.0,8.0
291.0,2.4,59.0,19.0,52.0,22.0,7.0
255.0,0.0,50.0,70.0,24.0,5.0,1.0
282.0,2.8,59.0,34.0,51.0,15.0,0.0
279.0,0.0,51.0,21.0,59.0,16.0,4.0
277.0,3.5,49.0,33.0,43.0,20.0,4.0
304.0,3.0,64.0,13.0,47.0,35.0,5.0
275.0,3.6,50.0,33.0,45.0,15.0,8.0
314.0,4.8,58.0,9.0,44.0,44.0,3.0
274.0,2.7,45.0,29.0,50.0,18.0,3.0
271.0,2.7,54.0,60.0,25.0,14.0,1.0
312.0,4.6,55.0,10.0,70.0,17.0,3.0
291.0,2.7,56.0,14.0,60.0,18.0,8.0
279.0,3.4,56.0,32.0,49.0,12.0,8.0
310.0,1.1999999999999997,57.0,8.0,54.0,30.0,8.0
295.0,1.8,57.0,18.0,39.0,31.0,13.0
302.0,4.0,61.0,20.0,50.0,26.0,4.0
322.0,4.3,66.0,10.0,40.0,42.0,8.0
289.0,1.1999999999999997,57.0,41.0,38.0,16.0,5.0
300.0,1.7,54.0,15.0,45.0,29.0,11.0
330.0,2.2,53.0,2.0,40.0,52.0,6.0
311.0,1.3999999999999997,53.0,12.0,43.0,32.0,14.0
316.0,2.2,63.0,27.0,36.0,24.0,13.0
307.0,1.3999999999999997,55.0,13.0,40.0,31.0,16.0
340.0,2.0,56.0,3.0,29.0,49.0,19.0
324.0,2.8,68.0,13.0,51.0,29.0,7.0
328.0,2.5,66.0,13.0,23.0,31.0,33.0
342.0,1.5000000000000002,57.0,4.0,26.0,60.0,10.0
323.0,1.5000000000000002,60.0,11.0,54.0,29.0,5.0
330.0,2.1,56.0,8.0,26.0,43.0,23.0
332.0,2.7,64.0,7.0,36.0,35.0,22.0
300.0,2.9,68.0,41.0,30.0,20.0,10.0
317.0,3.1,44.0,4.0,43.0,38.0,15.0
283.0,4.5,58.0,53.0,28.0,13.0,6.0
314.0,6.5,67.0,15.0,59.0,17.0,9.0
332.0,6.4,66.0,9.0,30.0,49.0,11.0
304.0,4.0,56.0,15.0,40.0,25.0,21.0
295.0,3.8,50.0,13.0,57.0,27.0,3.0
289.0,1.5000000000000002,49.0,21.0,45.0,27.0,7.0
281.0,1.6,50.0,32.0,47.0,13.0,8.0
267.0,2.7,51.0,61.0,29.0,8.0,2.0
293.0,5.1,49.0,19.0,65.0,16.0,0.0
293.0,2.9,55.0,16.0,50.0,27.0,7.0
305.0,5.7,55.0,13.0,36.0,48.0,3.0
265.0,4.3,60.0,67.0,20.0,9.0,4.0
325.4,4.51,71.1,0.0,0.0,1.0,0.0
325.4,3.11,71.5,1.0,0.0,1.0,1.0
291.0,4.0,57.0,16.0,60.0,20.0,4.0
325.4,3.11,71.5,1.0,1.0,1.0,0.0
325.4,4.51,71.1,0.0,0.0,1.0,0.0
233.0,3.5,45.0,90.99999999999999,8.0,1.0,1.0
286.0,2.4,45.0,22.0,49.0,20.0,9.0
277.0,5.9,49.0,35.0,56.0,10.0,0.0
272.0,3.5,45.0,29.0,55.0,16.0,1.0
304.0,6.2,52.0,10.0,54.0,35.0,2.0
297.0,2.5,47.0,17.0,43.0,33.0,7.0
309.0,2.1,56.0,10.0,49.0,31.0,11.0
313.0,2.6,50.0,10.0,44.0,32.0,14.0
289.0,2.2,61.0,45.0,31.0,18.0,7.0
298.0,2.9,56.0,23.0,62.0,14.0,1.0
308.0,3.6,68.0,19.0,35.0,26.0,19.0
310.0,3.3,63.0,13.0,40.0,43.0,4.0
295.0,0.0,65.0,47.0,28.0,11.0,14.0
327.0,2.0,63.0,11.0,24.0,43.0,22.0
308.0,1.7,49.0,13.0,35.0,35.0,17.0
343.0,0.6999999999999997,58.0,3.0,28.0,59.0,11.0
326.0,0.0,66.0,8.0,40.0,34.0,18.0
313.0,0.6999999999999997,57.0,15.0,58.0,24.0,3.0
285.0,2.5,48.0,23.0,67.0,9.0,1.0
270.0,3.7,54.0,40.0,36.0,19.0,5.0
271.0,1.5000000000000002,61.0,29.0,56.0,10.0,5.0
275.0,3.4,51.0,32.0,43.0,22.0,4.0
298.0,3.0,58.0,12.0,49.0,37.0,1.0
255.0,1.5000000000000002,58.0,71.0,21.0,5.0,3.0
284.0,2.2,39.0,28.0,43.0,27.0,2.0
298.0,3.4,57.0,19.0,49.0,24.0,8.0
255.0,3.5,38.0,50.0,50.0,0.0,0.0
281.0,2.3,41.0,25.0,47.0,23.0,5.0
266.0,3.8,63.0,67.0,19.0,8.0,6.0
278.0,5.0,54.0,23.0,52.0,26.0,0.0
261.0,3.0,49.0,68.0,25.0,6.0,1.0
306.0,4.0,55.0,8.0,48.0,42.0,2.0
271.0,3.3,47.0,33.0,49.0,12.0,6.0
278.0,3.2,51.0,22.0,56.0,20.0,2.0
275.0,3.3,47.0,31.0,51.0,13.0,5.0
284.0,3.6,50.0,28.0,63.0,8.0,1.0
264.0,5.6,44.0,35.0,62.0,3.0,0.0
253.0,4.7,42.0,78.0,19.0,3.0,0.0
270.0,5.7,52.0,38.0,41.0,16.0,6.0
263.0,6.7,52.0,27.0,60.0,14.0,0.0
276.0,4.5,42.0,22.0,56.0,19.0,3.0
272.0,5.3,47.0,25.0,59.0,14.0,2.0
231.0,2.6,48.0,86.0,15.0,0.0,0.0
287.0,5.8,50.0,35.0,35.0,24.0,7.0
302.0,4.4,51.0,6.0,53.0,40.0,2.0
262.0,2.7,50.0,34.0,57.0,8.0,2.0
272.0,4.4,51.0,34.0,57.0,8.0,2.0
267.0,6.5,56.0,44.0,35.0,16.0,6.0
278.0,2.9,49.0,25.0,67.0,7.0,1.0
309.0,3.1,53.0,8.0,43.0,46.0,3.0
293.0,2.0,57.0,21.0,43.0,25.0,12.0
299.0,0.0,64.0,18.0,46.0,28.0,8.0
310.0,1.7,47.0,13.0,35.0,39.0,13.0
283.0,0.0,66.0,53.0,25.0,16.0,6.0
304.0,3.6,55.0,14.0,44.0,24.0,19.0
308.0,2.9,52.0,8.0,46.0,43.0,2.0
273.0,3.0,54.0,39.0,52.0,6.0,2.0
287.0,1.0,46.0,15.0,59.0,23.0,3.0
261.0,1.1999999999999997,54.0,67.0,25.0,6.0,2.0
274.0,3.1,47.0,34.0,40.0,20.0,6.0
295.0,13.1,62.0,29.0,33.0,25.0,13.0
281.0,16.6,79.0,38.0,33.0,8.0,21.0
282.0,5.0,55.0,29.0,56.0,13.0,2.0
308.0,8.0,57.0,10.0,48.0,28.0,14.0
251.0,5.6,40.0,79.0,14.0,7.0,0.0
297.0,6.5,72.0,21.0,29.0,48.0,2.0
311.0,4.2,69.0,14.0,46.0,21.0,20.0
324.0,1.3999999999999997,66.0,11.0,57.0,25.0,7.0
283.0,3.6,48.0,29.0,42.0,21.0,8.0
290.0,3.8,52.0,22.0,48.0,20.0,10.0
326.0,1.1,54.0,1.0,42.0,52.0,6.0
295.0,3.7,60.0,47.0,26.0,17.0,10.0
277.0,2.3,59.0,31.0,48.0,10.0,10.0
280.0,6.9,64.0,31.0,55.0,11.0,4.0
273.0,3.5,47.0,28.0,56.0,13.0,3.0
291.0,2.0,52.0,25.0,47.0,18.0,9.0
246.0,3.7,50.0,75.0,20.0,5.0,0.0
300.0,6.2,58.0,15.0,47.0,35.0,4.0
275.0,1.8,48.0,32.0,48.0,15.0,6.0
280.0,3.8,54.0,29.0,56.0,15.0,0.0
302.0,4.0,57.0,11.0,49.0,36.0,4.0
238.0,2.9,48.0,80.0,17.0,2.0,0.0
280.0,1.6,43.0,25.0,52.0,21.0,3.0
269.0,3.2,52.0,35.0,51.0,9.0,5.0
312.0,2.2,61.0,13.0,40.0,36.0,11.0
303.0,3.6,48.0,16.0,32.0,36.0,16.0
310.0,3.2,43.0,7.0,41.0,43.0,9.0
268.0,6.6,59.0,35.0,54.0,11.0,0.0
288.0,1.6,44.0,49.0,38.0,7.0,6.0
297.0,7.6,68.0,22.0,41.0,33.0,4.0
247.0,3.5,41.0,80.0,19.0,1.0,0.0
277.0,3.4,48.0,34.0,45.0,17.0,4.0
274.0,3.9,46.0,26.0,56.0,18.0,1.0
266.0,4.7,51.0,43.0,46.0,11.0,0.0
254.0,3.8,54.0,42.0,46.0,9.0,4.0
289.0,5.5,60.0,19.0,46.0,33.0,3.0
268.0,2.2,50.0,63.0,26.0,11.0,1.0
280.0,1.5000000000000002,40.0,25.0,51.0,21.0,3.0
278.0,1.9,50.0,34.0,36.0,23.0,6.0
315.0,6.3,59.0,12.0,35.0,52.0,2.0
310.0,2.3,52.0,11.0,52.0,30.0,7.0
285.0,5.5,51.0,29.0,58.0,14.0,0.0
297.0,7.300000000000001,75.0,29.0,51.0,14.0,6.0
335.0,6.0,62.0,6.0,43.0,37.0,14.0
293.0,2.9,55.0,16.0,51.0,29.0,4.0
293.0,4.4,59.0,28.0,33.0,27.0,12.0
288.0,4.5,64.0,27.0,32.0,27.0,14.0
275.0,3.1,59.0,54.0,36.0,6.0,4.0
272.0,3.7,41.0,33.0,47.0,17.0,3.0
312.0,5.7,60.0,4.0,57.0,32.0,7.0
265.0,6.4,42.0,69.0,22.0,8.0,0.0
279.0,3.3,36.0,23.0,58.0,18.0,2.0
308.0,5.3,56.0,14.0,64.0,18.0,4.0
277.0,6.1,40.0,19.0,64.0,14.0,3.0
279.0,2.7,64.0,25.0,39.0,27.0,9.0
332.0,2.9,57.0,6.0,36.0,46.0,13.0
295.0,4.2,70.0,46.0,27.0,17.0,10.0
275.0,2.5,48.0,32.0,63.0,5.0,1.0
287.0,2.8,66.0,25.0,44.0,19.0,13.0
301.0,3.8,64.0,18.0,45.0,23.0,14.0
320.0,1.5000000000000002,60.0,11.0,42.0,32.0,15.0
314.0,2.4,57.0,10.0,36.0,34.0,20.0
305.0,3.6,53.0,8.0,48.0,42.0,2.0
276.0,3.4,51.0,32.0,60.0,7.0,2.0
291.0,1.8,66.0,45.0,26.0,22.0,8.0
317.0,2.2,54.0,11.0,37.0,32.0,20.0
287.0,1.9,57.0,20.0,56.0,19.0,6.0
277.0,2.0,60.0,59.0,27.0,8.0,7.0
274.0,1.6,43.0,32.0,50.0,14.0,4.0
315.0,2.9,54.0,7.0,42.0,48.0,4.0
259.0,1.7,46.0,44.0,44.0,9.0,4.0
292.0,3.0,56.0,22.0,60.0,17.0,1.0
281.0,5.5,56.0,22.0,52.0,25.0,2.0
260.0,5.1,52.0,48.0,42.0,9.0,0.0
249.0,4.5,48.0,80.0,14.0,5.0,2.0
277.0,4.9,53.0,22.0,61.0,14.0,4.0
272.0,2.8,44.0,34.0,47.0,16.0,3.0
259.0,3.4,52.0,48.0,39.0,10.0,4.0
281.0,3.9,62.0,56.0,21.0,18.0,6.0
333.0,3.4,45.0,1.0,33.0,64.0,2.0
271.0,5.4,59.0,36.0,33.0,26.0,5.0
313.0,5.1,56.0,15.0,33.0,36.0,15.0
307.0,4.0,63.0,16.0,40.0,32.0,13.0
293.0,4.4,58.0,21.0,59.0,18.0,2.0
312.0,3.8,47.0,7.0,48.0,32.0,13.0
316.0,5.7,62.0,24.0,41.0,31.0,3.0
