establecimiento_educativo,sector_educativo,comuna,grado,area,numero_estudiantes_por_establecimiento
col panamericano colombo sueco,privado,Robledo,Quinto,lenguaje,6
col panamericano colombo sueco,privado,Robledo,Noveno,lenguaje,6
col panamericano colombo sueco,privado,Robledo,Quinto,matemáticas,6
col panamericano colombo sueco,privado,Robledo,Tercero,lenguaje,6
cent educ integ bucarelly,privado,San Cristóbal,Quinto,matemáticas,6
cent educ integ bucarelly,privado,San Cristóbal,Noveno,matemáticas,6
cent educ integ bucarelly,privado,San Cristóbal,Tercero,matemáticas,6
cent educ integ bucarelly,privado,San Cristóbal,Noveno,lenguaje,6
cent educ integ bucarelly,privado,San Cristóbal,Tercero,lenguaje,6
cent educ integ bucarelly,privado,San Cristóbal,Quinto,lenguaje,6
col emaus,contratacion,Popular,Quinto,lenguaje,6
col emaus,contratacion,Popular,Tercero,matemáticas,6
col emaus,contratacion,Popular,Noveno,lenguaje,6
col emaus,contratacion,Popular,Quinto,matemáticas,6
col emaus,contratacion,Popular,Noveno,matemáticas,6
col emaus,contratacion,Popular,Tercero,lenguaje,6
col musical las cometas,privado,Robledo,Quinto,lenguaje,4
col musical las cometas,privado,Robledo,Quinto,matemáticas,4
col musical las cometas,privado,Robledo,Tercero,matemáticas,4
col musical las cometas,privado,Robledo,Tercero,lenguaje,4
col caminos abiertos,privado,San Javier,Quinto,matemáticas,4
col caminos abiertos,privado,San Javier,Quinto,lenguaje,4
col caminos abiertos,privado,San Javier,Tercero,lenguaje,4
col caminos abiertos,privado,San Javier,Tercero,matemáticas,4
cent educ los pioneros,privado,Belén,Quinto,matemáticas,4
cent educ los pioneros,privado,Belén,Quinto,lenguaje,4
cent educ los pioneros,privado,Belén,Tercero,lenguaje,4
cent educ los pioneros,privado,Belén,Tercero,matemáticas,4
col antares,privado,La Candelaria,Quinto,lenguaje,12
col antares,privado,La Candelaria,Tercero,lenguaje,12
col antares,privado,La Candelaria,Noveno,lenguaje,12
col antares,privado,La Candelaria,Tercero,matemáticas,12
col antares,privado,La Candelaria,Noveno,matemáticas,12
col antares,privado,La Candelaria,Quinto,matemáticas,12
col gente unida jovenes por la paz - moravia,contratacion,Aranjuez,Tercero,lenguaje,4
col gente unida jovenes por la paz - moravia,contratacion,Aranjuez,Quinto,matemáticas,4
col gente unida jovenes por la paz - moravia,contratacion,Aranjuez,Tercero,matemáticas,4
col gente unida jovenes por la paz - moravia,contratacion,Aranjuez,Quinto,lenguaje,4
cent educ san antonio de padua,privado,Doce de Octubre,Tercero,lenguaje,4
cent educ san antonio de padua,privado,Doce de Octubre,Tercero,matemáticas,4
cent educ san antonio de padua,privado,Doce de Octubre,Quinto,lenguaje,4
cent educ san antonio de padua,privado,Doce de Octubre,Quinto,matemáticas,4
cent educ la campiña,privado,Robledo,Quinto,lenguaje,4
cent educ la campiña,privado,Robledo,Tercero,lenguaje,4
cent educ la campiña,privado,Robledo,Tercero,matemáticas,4
cent educ la campiña,privado,Robledo,Quinto,matemáticas,4
col gente unida jovenes por la paz-santo domingo,contratacion,Popular,Tercero,matemáticas,6
col gente unida jovenes por la paz-santo domingo,contratacion,Popular,Quinto,matemáticas,6
col gente unida jovenes por la paz-santo domingo,contratacion,Popular,Noveno,lenguaje,6
col gente unida jovenes por la paz-santo domingo,contratacion,Popular,Noveno,matemáticas,6
col gente unida jovenes por la paz-santo domingo,contratacion,Popular,Quinto,lenguaje,6
col gente unida jovenes por la paz-santo domingo,contratacion,Popular,Tercero,lenguaje,6
col milit general pedro nel ospina,privado,La Candelaria,Tercero,lenguaje,6
col milit general pedro nel ospina,privado,La Candelaria,Quinto,matemáticas,6
col milit general pedro nel ospina,privado,La Candelaria,Noveno,matemáticas,6
col milit general pedro nel ospina,privado,La Candelaria,Tercero,matemáticas,6
col milit general pedro nel ospina,privado,La Candelaria,Quinto,lenguaje,6
col milit general pedro nel ospina,privado,La Candelaria,Noveno,lenguaje,6
cent integl momentos felices,privado,Aranjuez,Quinto,matemáticas,4
cent integl momentos felices,privado,Aranjuez,Quinto,lenguaje,4
cent integl momentos felices,privado,Aranjuez,Tercero,lenguaje,4
cent integl momentos felices,privado,Aranjuez,Tercero,matemáticas,4
col coop cacique bitagui,contratacion,Popular,Tercero,lenguaje,6
col coop cacique bitagui,contratacion,Popular,Quinto,matemáticas,6
col coop cacique bitagui,contratacion,Popular,Noveno,matemáticas,6
col coop cacique bitagui,contratacion,Popular,Quinto,lenguaje,6
col coop cacique bitagui,contratacion,Popular,Noveno,lenguaje,6
col coop cacique bitagui,contratacion,Popular,Tercero,matemáticas,6
inst educ  barrio olaya herrera,oficial,Robledo,Tercero,matemáticas,6
inst educ  barrio olaya herrera,oficial,Robledo,Noveno,lenguaje,6
inst educ  barrio olaya herrera,oficial,Robledo,Quinto,matemáticas,6
inst educ  barrio olaya herrera,oficial,Robledo,Noveno,matemáticas,6
inst educ  barrio olaya herrera,oficial,Robledo,Tercero,lenguaje,6
inst educ  barrio olaya herrera,oficial,Robledo,Quinto,lenguaje,6
col el señor col the lord college,privado,El Poblado,Noveno,matemáticas,6
col el señor col the lord college,privado,El Poblado,Noveno,lenguaje,6
col el señor col the lord college,privado,El Poblado,Tercero,lenguaje,6
col el señor col the lord college,privado,El Poblado,Quinto,matemáticas,6
col el señor col the lord college,privado,El Poblado,Quinto,lenguaje,6
col el señor col the lord college,privado,El Poblado,Tercero,matemáticas,6
cent pedag la magia de aprender,contratacion,Manrique,Tercero,matemáticas,4
cent pedag la magia de aprender,contratacion,Manrique,Quinto,lenguaje,4
cent pedag la magia de aprender,contratacion,Manrique,Quinto,matemáticas,4
cent pedag la magia de aprender,contratacion,Manrique,Tercero,lenguaje,4
col gente unida jovenes por la paz - luz de oriente,contratacion,Manrique,Tercero,lenguaje,6
col gente unida jovenes por la paz - luz de oriente,contratacion,Manrique,Noveno,matemáticas,6
col gente unida jovenes por la paz - luz de oriente,contratacion,Manrique,Noveno,lenguaje,6
col gente unida jovenes por la paz - luz de oriente,contratacion,Manrique,Tercero,matemáticas,6
col gente unida jovenes por la paz - luz de oriente,contratacion,Manrique,Quinto,lenguaje,6
col gente unida jovenes por la paz - luz de oriente,contratacion,Manrique,Quinto,matemáticas,6
col lujan,privado,Laureles - Estadio,Noveno,matemáticas,2
col lujan,privado,Laureles - Estadio,Noveno,lenguaje,2
institución educativa pequeña maria,contratacion,Popular,Quinto,matemáticas,6
institución educativa pequeña maria,contratacion,Popular,Quinto,lenguaje,6
institución educativa pequeña maria,contratacion,Popular,Tercero,lenguaje,6
institución educativa pequeña maria,contratacion,Popular,Noveno,lenguaje,6
institución educativa pequeña maria,contratacion,Popular,Tercero,matemáticas,6
institución educativa pequeña maria,contratacion,Popular,Noveno,matemáticas,6
col combos comunidad educativa de base,contratacion,La Candelaria,Tercero,matemáticas,4
col combos comunidad educativa de base,contratacion,La Candelaria,Quinto,matemáticas,4
col combos comunidad educativa de base,contratacion,La Candelaria,Quinto,lenguaje,4
col combos comunidad educativa de base,contratacion,La Candelaria,Tercero,lenguaje,4
col gente unida jovenes por la paz - sede villa cafe,contratacion,Belén,Tercero,matemáticas,4
col gente unida jovenes por la paz - sede villa cafe,contratacion,Belén,Quinto,matemáticas,4
col gente unida jovenes por la paz - sede villa cafe,contratacion,Belén,Quinto,lenguaje,4
col gente unida jovenes por la paz - sede villa cafe,contratacion,Belén,Tercero,lenguaje,4
col fundadores en administracion (ac),contratacion,San Javier,Tercero,matemáticas,6
col fundadores en administracion (ac),contratacion,San Javier,Tercero,lenguaje,6
col fundadores en administracion (ac),contratacion,San Javier,Noveno,matemáticas,6
col fundadores en administracion (ac),contratacion,San Javier,Noveno,lenguaje,6
col fundadores en administracion (ac),contratacion,San Javier,Quinto,matemáticas,6
col fundadores en administracion (ac),contratacion,San Javier,Quinto,lenguaje,6
inst educ el bosque,oficial,Aranjuez,Quinto,matemáticas,6
inst educ el bosque,oficial,Aranjuez,Noveno,matemáticas,6
inst educ el bosque,oficial,Aranjuez,Quinto,lenguaje,6
inst educ el bosque,oficial,Aranjuez,Tercero,matemáticas,6
inst educ el bosque,oficial,Aranjuez,Noveno,lenguaje,6
inst educ el bosque,oficial,Aranjuez,Tercero,lenguaje,6
cent educ momo,privado,Castilla,Quinto,lenguaje,4
cent educ momo,privado,Castilla,Quinto,matemáticas,4
cent educ momo,privado,Castilla,Tercero,matemáticas,4
cent educ momo,privado,Castilla,Tercero,lenguaje,4
corporacion cier,contratacion,San Cristóbal,Noveno,lenguaje,2
corporacion cier,contratacion,San Cristóbal,Noveno,matemáticas,2
centro educativo hogar jesús redentor,contratacion,Doce de Octubre,Quinto,matemáticas,4
centro educativo hogar jesús redentor,contratacion,Doce de Octubre,Tercero,lenguaje,4
centro educativo hogar jesús redentor,contratacion,Doce de Octubre,Tercero,matemáticas,4
centro educativo hogar jesús redentor,contratacion,Doce de Octubre,Quinto,lenguaje,4
cent educ paraisos de color,privado,Aranjuez,Quinto,matemáticas,4
cent educ paraisos de color,privado,Aranjuez,Tercero,lenguaje,4
cent educ paraisos de color,privado,Aranjuez,Quinto,lenguaje,4
cent educ paraisos de color,privado,Aranjuez,Tercero,matemáticas,4
col antares,privado,Robledo,Noveno,matemáticas,12
col antares,privado,Robledo,Quinto,lenguaje,12
col antares,privado,Robledo,Quinto,matemáticas,12
col antares,privado,Robledo,Tercero,lenguaje,12
col antares,privado,Robledo,Noveno,lenguaje,12
col antares,privado,Robledo,Tercero,matemáticas,12
col ciencia y vida,privado,La Candelaria,Noveno,matemáticas,6
col ciencia y vida,privado,La Candelaria,Tercero,lenguaje,6
col ciencia y vida,privado,La Candelaria,Quinto,matemáticas,6
col ciencia y vida,privado,La Candelaria,Quinto,lenguaje,6
col ciencia y vida,privado,La Candelaria,Tercero,matemáticas,6
col ciencia y vida,privado,La Candelaria,Noveno,lenguaje,6
cent educ sol y luna,privado,Aranjuez,Quinto,lenguaje,4
cent educ sol y luna,privado,Aranjuez,Tercero,matemáticas,4
cent educ sol y luna,privado,Aranjuez,Quinto,matemáticas,4
cent educ sol y luna,privado,Aranjuez,Tercero,lenguaje,4
col basico camino de paz,contratacion,Villa Hermosa,Tercero,lenguaje,6
col basico camino de paz,contratacion,Villa Hermosa,Quinto,matemáticas,6
col basico camino de paz,contratacion,Villa Hermosa,Noveno,lenguaje,6
col basico camino de paz,contratacion,Villa Hermosa,Noveno,matemáticas,6
col basico camino de paz,contratacion,Villa Hermosa,Tercero,matemáticas,6
col basico camino de paz,contratacion,Villa Hermosa,Quinto,lenguaje,6
cent educ caicedo,privado,Villa Hermosa,Quinto,matemáticas,4
cent educ caicedo,privado,Villa Hermosa,Quinto,lenguaje,4
cent educ caicedo,privado,Villa Hermosa,Tercero,matemáticas,4
cent educ caicedo,privado,Villa Hermosa,Tercero,lenguaje,4
colegio empresarial,contratacion,San Antonio de Prado,Tercero,lenguaje,6
colegio empresarial,contratacion,San Antonio de Prado,Noveno,lenguaje,6
colegio empresarial,contratacion,San Antonio de Prado,Quinto,lenguaje,6
colegio empresarial,contratacion,San Antonio de Prado,Tercero,matemáticas,6
colegio empresarial,contratacion,San Antonio de Prado,Quinto,matemáticas,6
colegio empresarial,contratacion,San Antonio de Prado,Noveno,matemáticas,6
cibercolegio ucn,contratacion,San Sebastián de Palmitas,Noveno,matemáticas,6
cibercolegio ucn,contratacion,San Sebastián de Palmitas,Quinto,matemáticas,6
cibercolegio ucn,contratacion,San Sebastián de Palmitas,Quinto,lenguaje,6
cibercolegio ucn,contratacion,San Sebastián de Palmitas,Tercero,matemáticas,6
cibercolegio ucn,contratacion,San Sebastián de Palmitas,Tercero,lenguaje,6
cibercolegio ucn,contratacion,San Sebastián de Palmitas,Noveno,lenguaje,6
cent educ nuevo amanecer,contratacion,Manrique,Tercero,lenguaje,4
cent educ nuevo amanecer,contratacion,Manrique,Quinto,lenguaje,4
cent educ nuevo amanecer,contratacion,Manrique,Tercero,matemáticas,4
cent educ nuevo amanecer,contratacion,Manrique,Quinto,matemáticas,4
cent educ revivir,privado,Santa Cruz,Quinto,lenguaje,6
cent educ revivir,privado,Santa Cruz,Noveno,lenguaje,6
cent educ revivir,privado,Santa Cruz,Noveno,matemáticas,6
cent educ revivir,privado,Santa Cruz,Quinto,matemáticas,6
cent educ revivir,privado,Santa Cruz,Tercero,lenguaje,6
cent educ revivir,privado,Santa Cruz,Tercero,matemáticas,6
col cent fraternal cristiano,privado,La Candelaria,Noveno,lenguaje,6
col cent fraternal cristiano,privado,La Candelaria,Tercero,matemáticas,6
col cent fraternal cristiano,privado,La Candelaria,Tercero,lenguaje,6
col cent fraternal cristiano,privado,La Candelaria,Quinto,matemáticas,6
col cent fraternal cristiano,privado,La Candelaria,Quinto,lenguaje,6
col cent fraternal cristiano,privado,La Candelaria,Noveno,matemáticas,6
cent educ integ campestre senderos de paz,privado,San Cristóbal,Quinto,lenguaje,4
cent educ integ campestre senderos de paz,privado,San Cristóbal,Tercero,matemáticas,4
cent educ integ campestre senderos de paz,privado,San Cristóbal,Quinto,matemáticas,4
cent educ integ campestre senderos de paz,privado,San Cristóbal,Tercero,lenguaje,4
c.e. mi segundo hogar,privado,Doce de Octubre,Tercero,lenguaje,4
c.e. mi segundo hogar,privado,Doce de Octubre,Quinto,lenguaje,4
c.e. mi segundo hogar,privado,Doce de Octubre,Quinto,matemáticas,4
c.e. mi segundo hogar,privado,Doce de Octubre,Tercero,matemáticas,4
c.e. marluc,privado,Doce de Octubre,Quinto,matemáticas,4
c.e. marluc,privado,Doce de Octubre,Quinto,lenguaje,4
c.e. marluc,privado,Doce de Octubre,Tercero,lenguaje,4
c.e. marluc,privado,Doce de Octubre,Tercero,matemáticas,4
c.e. escolarte,privado,La América,Tercero,matemáticas,4
c.e. escolarte,privado,La América,Quinto,lenguaje,4
c.e. escolarte,privado,La América,Quinto,matemáticas,4
c.e. escolarte,privado,La América,Tercero,lenguaje,4
col heraldos del evangelio,privado,El Poblado,Noveno,matemáticas,4
col heraldos del evangelio,privado,El Poblado,Noveno,lenguaje,4
col heraldos del evangelio,privado,El Poblado,Quinto,matemáticas,4
col heraldos del evangelio,privado,El Poblado,Quinto,lenguaje,4
c.e. amiguitos creativos,privado,Villa Hermosa,Tercero,lenguaje,4
c.e. amiguitos creativos,privado,Villa Hermosa,Tercero,matemáticas,4
c.e. amiguitos creativos,privado,Villa Hermosa,Quinto,matemáticas,4
c.e. amiguitos creativos,privado,Villa Hermosa,Quinto,lenguaje,4
centro educativo internacional la sabiduría,privado,Belén,Tercero,matemáticas,2
centro educativo internacional la sabiduría,privado,Belén,Tercero,lenguaje,2
colegio básico santa maria de la cruz,contratacion,Manrique,Noveno,matemáticas,6
colegio básico santa maria de la cruz,contratacion,Manrique,Quinto,lenguaje,6
colegio básico santa maria de la cruz,contratacion,Manrique,Tercero,lenguaje,6
colegio básico santa maria de la cruz,contratacion,Manrique,Noveno,lenguaje,6
colegio básico santa maria de la cruz,contratacion,Manrique,Tercero,matemáticas,6
colegio básico santa maria de la cruz,contratacion,Manrique,Quinto,matemáticas,6
colegio luis amigo y ferrer,contratacion,Robledo,Quinto,lenguaje,6
colegio luis amigo y ferrer,contratacion,Robledo,Noveno,matemáticas,6
colegio luis amigo y ferrer,contratacion,Robledo,Noveno,lenguaje,6
colegio luis amigo y ferrer,contratacion,Robledo,Tercero,matemáticas,6
colegio luis amigo y ferrer,contratacion,Robledo,Quinto,matemáticas,6
colegio luis amigo y ferrer,contratacion,Robledo,Tercero,lenguaje,6
esc popular eucaristica santa angela,contratacion,San Cristóbal,Tercero,matemáticas,4
esc popular eucaristica santa angela,contratacion,San Cristóbal,Quinto,lenguaje,4
esc popular eucaristica santa angela,contratacion,San Cristóbal,Tercero,lenguaje,4
esc popular eucaristica santa angela,contratacion,San Cristóbal,Quinto,matemáticas,4
col coop san antonio de prado (ac),contratacion,San Antonio de Prado,Noveno,lenguaje,6
col coop san antonio de prado (ac),contratacion,San Antonio de Prado,Quinto,lenguaje,6
col coop san antonio de prado (ac),contratacion,San Antonio de Prado,Noveno,matemáticas,6
col coop san antonio de prado (ac),contratacion,San Antonio de Prado,Tercero,lenguaje,6
col coop san antonio de prado (ac),contratacion,San Antonio de Prado,Quinto,matemáticas,6
col coop san antonio de prado (ac),contratacion,San Antonio de Prado,Tercero,matemáticas,6
col edificando vidas,privado,La América,Tercero,matemáticas,2
col edificando vidas,privado,La América,Tercero,lenguaje,2
