establecimiento_educativo,sector_educativo,comuna,grado,area,numero_estudiantes_por_establecimiento
i.e. el pinal,oficial,Villa Hermosa,Tercero,matemáticas,6
i.e. el pinal,oficial,Villa Hermosa,Noveno,lenguaje,6
i.e. el pinal,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ el corazón,oficial,San Javier,Noveno,lenguaje,6
inst educ el corazón,oficial,San Javier,Noveno,matemáticas,6
inst educ el corazón,oficial,San Javier,Tercero,lenguaje,6
inst educ el corazón,oficial,San Javier,Quinto,lenguaje,6
inst educ el corazón,oficial,San Javier,Tercero,matemáticas,6
inst educ el corazón,oficial,San Javier,Quinto,matemáticas,6
inst educ jesus maria valle,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ jesus maria valle,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ jesus maria valle,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ jesus maria valle,oficial,Doce de Octubre,Tercero,lenguaje,6
inst educ jesus maria valle,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ jesus maria valle,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ san benito,oficial,La Candelaria,Quinto,lenguaje,6
inst educ san benito,oficial,La Candelaria,Noveno,matemáticas,6
inst educ san benito,oficial,La Candelaria,Quinto,matemáticas,6
inst educ san benito,oficial,La Candelaria,Tercero,lenguaje,6
inst educ san benito,oficial,La Candelaria,Noveno,lenguaje,6
inst educ san benito,oficial,La Candelaria,Tercero,matemáticas,6
ie lusitania- paz de colombia,oficial,San Cristóbal,Noveno,matemáticas,6
ie lusitania- paz de colombia,oficial,San Cristóbal,Tercero,matemáticas,6
ie lusitania- paz de colombia,oficial,San Cristóbal,Quinto,matemáticas,6
ie lusitania- paz de colombia,oficial,San Cristóbal,Noveno,lenguaje,6
ie lusitania- paz de colombia,oficial,San Cristóbal,Tercero,lenguaje,6
ie lusitania- paz de colombia,oficial,San Cristóbal,Quinto,lenguaje,6
inst educ la sierra,oficial,Villa Hermosa,Quinto,matemáticas,6
inst educ la sierra,oficial,Villa Hermosa,Noveno,matemáticas,6
inst educ la sierra,oficial,Villa Hermosa,Tercero,lenguaje,6
inst educ la sierra,oficial,Villa Hermosa,Tercero,matemáticas,6
inst educ la sierra,oficial,Villa Hermosa,Noveno,lenguaje,6
inst educ la sierra,oficial,Villa Hermosa,Quinto,lenguaje,6
inst educ altavista,oficial,Altavista,Noveno,lenguaje,6
inst educ altavista,oficial,Altavista,Noveno,matemáticas,6
inst educ altavista,oficial,Altavista,Tercero,matemáticas,6
inst educ altavista,oficial,Altavista,Quinto,matemáticas,6
inst educ altavista,oficial,Altavista,Quinto,lenguaje,6
inst educ altavista,oficial,Altavista,Tercero,lenguaje,6
inst educ el playon,oficial,Santa Cruz,Tercero,matemáticas,6
inst educ el playon,oficial,Santa Cruz,Noveno,lenguaje,6
inst educ el playon,oficial,Santa Cruz,Tercero,lenguaje,6
inst educ el playon,oficial,Santa Cruz,Noveno,matemáticas,6
inst educ el playon,oficial,Santa Cruz,Quinto,matemáticas,6
inst educ el playon,oficial,Santa Cruz,Quinto,lenguaje,6
inst educ la pastora,oficial,Buenos Aires,Quinto,matemáticas,6
inst educ la pastora,oficial,Buenos Aires,Noveno,matemáticas,6
inst educ la pastora,oficial,Buenos Aires,Quinto,lenguaje,6
inst educ la pastora,oficial,Buenos Aires,Noveno,lenguaje,6
inst educ la pastora,oficial,Buenos Aires,Tercero,lenguaje,6
inst educ la pastora,oficial,Buenos Aires,Tercero,matemáticas,6
inst educ san nicolas,oficial,Popular,Noveno,matemáticas,6
inst educ san nicolas,oficial,Popular,Quinto,lenguaje,6
inst educ san nicolas,oficial,Popular,Tercero,matemáticas,6
inst educ san nicolas,oficial,Popular,Tercero,lenguaje,6
inst educ san nicolas,oficial,Popular,Quinto,matemáticas,6
inst educ san nicolas,oficial,Popular,Noveno,lenguaje,6
inst educ blanquizal,oficial,San Javier,Tercero,matemáticas,6
inst educ blanquizal,oficial,San Javier,Quinto,lenguaje,6
inst educ blanquizal,oficial,San Javier,Noveno,lenguaje,6
inst educ blanquizal,oficial,San Javier,Noveno,matemáticas,6
inst educ blanquizal,oficial,San Javier,Quinto,matemáticas,6
inst educ blanquizal,oficial,San Javier,Tercero,lenguaje,6
inst educ fundadores,oficial,San Javier,Tercero,lenguaje,6
inst educ fundadores,oficial,San Javier,Tercero,matemáticas,6
inst educ fundadores,oficial,San Javier,Noveno,matemáticas,6
inst educ fundadores,oficial,San Javier,Quinto,lenguaje,6
inst educ fundadores,oficial,San Javier,Quinto,matemáticas,6
inst educ fundadores,oficial,San Javier,Noveno,lenguaje,6
inst educ vida y paz,oficial,Doce de Octubre,Noveno,matemáticas,6
inst educ vida y paz,oficial,Doce de Octubre,Noveno,lenguaje,6
inst educ vida y paz,oficial,Doce de Octubre,Quinto,matemáticas,6
inst educ vida y paz,oficial,Doce de Octubre,Quinto,lenguaje,6
inst educ vida y paz,oficial,Doce de Octubre,Tercero,matemáticas,6
inst educ vida y paz,oficial,Doce de Octubre,Tercero,lenguaje,6
lic rodrigo arenas betancur en administracion (ac),oficial,Robledo,Noveno,matemáticas,6
lic rodrigo arenas betancur en administracion (ac),oficial,Robledo,Tercero,matemáticas,6
lic rodrigo arenas betancur en administracion (ac),oficial,Robledo,Quinto,matemáticas,6
lic rodrigo arenas betancur en administracion (ac),oficial,Robledo,Quinto,lenguaje,6
lic rodrigo arenas betancur en administracion (ac),oficial,Robledo,Tercero,lenguaje,6
lic rodrigo arenas betancur en administracion (ac),oficial,Robledo,Noveno,lenguaje,6
c.e. media luna,oficial,Santa Elena,Quinto,lenguaje,4
c.e. media luna,oficial,Santa Elena,Quinto,matemáticas,4
c.e. media luna,oficial,Santa Elena,Tercero,lenguaje,4
c.e. media luna,oficial,Santa Elena,Tercero,matemáticas,4
inst educ monseñor victor wiedemann,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ monseñor victor wiedemann,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ monseñor victor wiedemann,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ monseñor victor wiedemann,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ monseñor victor wiedemann,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ monseñor victor wiedemann,oficial,San Antonio de Prado,Noveno,lenguaje,6
cent educ la aldea,oficial,San Sebastián de Palmitas,Tercero,lenguaje,4
cent educ la aldea,oficial,San Sebastián de Palmitas,Quinto,matemáticas,4
cent educ la aldea,oficial,San Sebastián de Palmitas,Tercero,matemáticas,4
cent educ la aldea,oficial,San Sebastián de Palmitas,Quinto,lenguaje,4
inst educ carlos alberto calderon,oficial,San Cristóbal,Noveno,matemáticas,6
inst educ carlos alberto calderon,oficial,San Cristóbal,Quinto,lenguaje,6
inst educ carlos alberto calderon,oficial,San Cristóbal,Tercero,lenguaje,6
inst educ carlos alberto calderon,oficial,San Cristóbal,Noveno,lenguaje,6
inst educ carlos alberto calderon,oficial,San Cristóbal,Quinto,matemáticas,6
inst educ carlos alberto calderon,oficial,San Cristóbal,Tercero,matemáticas,6
cent educ el salado,oficial,San Antonio de Prado,Tercero,matemáticas,4
cent educ el salado,oficial,San Antonio de Prado,Tercero,lenguaje,4
cent educ el salado,oficial,San Antonio de Prado,Quinto,lenguaje,4
cent educ el salado,oficial,San Antonio de Prado,Quinto,matemáticas,4
cent educ juan andres patino,oficial,Santa Elena,Tercero,lenguaje,4
cent educ juan andres patino,oficial,Santa Elena,Quinto,matemáticas,4
cent educ juan andres patino,oficial,Santa Elena,Tercero,matemáticas,4
cent educ juan andres patino,oficial,Santa Elena,Quinto,lenguaje,4
cent educ permanente mazo,oficial,Santa Elena,Tercero,matemáticas,4
cent educ permanente mazo,oficial,Santa Elena,Tercero,lenguaje,4
cent educ permanente mazo,oficial,Santa Elena,Quinto,matemáticas,4
cent educ permanente mazo,oficial,Santa Elena,Quinto,lenguaje,4
inst educ  san cristobal,oficial,San Cristóbal,Tercero,lenguaje,6
inst educ  san cristobal,oficial,San Cristóbal,Tercero,matemáticas,6
inst educ  san cristobal,oficial,San Cristóbal,Noveno,lenguaje,6
inst educ  san cristobal,oficial,San Cristóbal,Noveno,matemáticas,6
inst educ  san cristobal,oficial,San Cristóbal,Quinto,matemáticas,6
inst educ  san cristobal,oficial,San Cristóbal,Quinto,lenguaje,6
inst educ marina orth,oficial,Altavista,Noveno,matemáticas,6
inst educ marina orth,oficial,Altavista,Tercero,lenguaje,6
inst educ marina orth,oficial,Altavista,Noveno,lenguaje,6
inst educ marina orth,oficial,Altavista,Tercero,matemáticas,6
inst educ marina orth,oficial,Altavista,Quinto,lenguaje,6
inst educ marina orth,oficial,Altavista,Quinto,matemáticas,6
inst educ hector rogelio montoya,oficial,San Sebastián de Palmitas,Quinto,matemáticas,6
inst educ hector rogelio montoya,oficial,San Sebastián de Palmitas,Noveno,lenguaje,6
inst educ hector rogelio montoya,oficial,San Sebastián de Palmitas,Tercero,lenguaje,6
inst educ hector rogelio montoya,oficial,San Sebastián de Palmitas,Tercero,matemáticas,6
inst educ hector rogelio montoya,oficial,San Sebastián de Palmitas,Noveno,matemáticas,6
inst educ hector rogelio montoya,oficial,San Sebastián de Palmitas,Quinto,lenguaje,6
inst educ manuel j. betancur,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ manuel j. betancur,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ manuel j. betancur,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ manuel j. betancur,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ manuel j. betancur,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ manuel j. betancur,oficial,San Antonio de Prado,Quinto,lenguaje,6
cent educ el manzanillo,oficial,Altavista,Tercero,lenguaje,4
cent educ el manzanillo,oficial,Altavista,Quinto,lenguaje,4
cent educ el manzanillo,oficial,Altavista,Tercero,matemáticas,4
cent educ el manzanillo,oficial,Altavista,Quinto,matemáticas,4
i.e. presbitero juan j. escobar,oficial,San Cristóbal,Noveno,lenguaje,6
i.e. presbitero juan j. escobar,oficial,San Cristóbal,Noveno,matemáticas,6
i.e. presbitero juan j. escobar,oficial,San Cristóbal,Quinto,lenguaje,6
i.e. presbitero juan j. escobar,oficial,San Cristóbal,Tercero,lenguaje,6
i.e. presbitero juan j. escobar,oficial,San Cristóbal,Quinto,matemáticas,6
i.e. presbitero juan j. escobar,oficial,San Cristóbal,Tercero,matemáticas,6
inst educ alfonso upegui orozco,oficial,San Cristóbal,Noveno,lenguaje,6
inst educ alfonso upegui orozco,oficial,San Cristóbal,Tercero,matemáticas,6
inst educ alfonso upegui orozco,oficial,San Cristóbal,Quinto,lenguaje,6
inst educ alfonso upegui orozco,oficial,San Cristóbal,Quinto,matemáticas,6
inst educ alfonso upegui orozco,oficial,San Cristóbal,Tercero,lenguaje,6
inst educ alfonso upegui orozco,oficial,San Cristóbal,Noveno,matemáticas,6
inst educ santa elena,oficial,Santa Elena,Noveno,lenguaje,6
inst educ santa elena,oficial,Santa Elena,Tercero,matemáticas,6
inst educ santa elena,oficial,Santa Elena,Tercero,lenguaje,6
inst educ santa elena,oficial,Santa Elena,Noveno,matemáticas,6
inst educ santa elena,oficial,Santa Elena,Quinto,matemáticas,6
inst educ santa elena,oficial,Santa Elena,Quinto,lenguaje,6
inst educ san antonio de prado,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ san antonio de prado,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ san antonio de prado,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ san antonio de prado,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ san antonio de prado,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ san antonio de prado,oficial,San Antonio de Prado,Quinto,matemáticas,6
cent educ las playas,oficial,San Cristóbal,Tercero,matemáticas,4
cent educ las playas,oficial,San Cristóbal,Quinto,matemáticas,4
cent educ las playas,oficial,San Cristóbal,Tercero,lenguaje,4
cent educ las playas,oficial,San Cristóbal,Quinto,lenguaje,4
inst educ el limonar,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ el limonar,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ el limonar,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ el limonar,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ el limonar,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ el limonar,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ san jose obrero,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ san jose obrero,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ san jose obrero,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ san jose obrero,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ san jose obrero,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ san jose obrero,oficial,San Antonio de Prado,Noveno,matemáticas,6
cent educ travesias el morro,oficial,San Cristóbal,Tercero,lenguaje,4
cent educ travesias el morro,oficial,San Cristóbal,Quinto,matemáticas,4
cent educ travesias el morro,oficial,San Cristóbal,Quinto,lenguaje,4
cent educ travesias el morro,oficial,San Cristóbal,Tercero,matemáticas,4
cent educ pedregal alto,oficial,San Cristóbal,Tercero,lenguaje,4
cent educ pedregal alto,oficial,San Cristóbal,Tercero,matemáticas,4
cent educ pedregal alto,oficial,San Cristóbal,Quinto,matemáticas,4
cent educ pedregal alto,oficial,San Cristóbal,Quinto,lenguaje,4
inst educ compartir,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ compartir,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ compartir,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ compartir,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ compartir,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ compartir,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ corvide,oficial,San Antonio de Prado,Tercero,lenguaje,6
inst educ corvide,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ corvide,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ corvide,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ corvide,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ corvide,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ pradito,oficial,San Antonio de Prado,Quinto,matemáticas,6
inst educ pradito,oficial,San Antonio de Prado,Tercero,matemáticas,6
inst educ pradito,oficial,San Antonio de Prado,Quinto,lenguaje,6
inst educ pradito,oficial,San Antonio de Prado,Noveno,matemáticas,6
inst educ pradito,oficial,San Antonio de Prado,Noveno,lenguaje,6
inst educ pradito,oficial,San Antonio de Prado,Tercero,lenguaje,6
cent educ sagrado nino,privado,Buenos Aires,Tercero,matemáticas,4
cent educ sagrado nino,privado,Buenos Aires,Quinto,lenguaje,4
cent educ sagrado nino,privado,Buenos Aires,Tercero,lenguaje,4
cent educ sagrado nino,privado,Buenos Aires,Quinto,matemáticas,4
el nuevo col the new school,privado,El Poblado,Tercero,lenguaje,6
el nuevo col the new school,privado,El Poblado,Quinto,lenguaje,6
el nuevo col the new school,privado,El Poblado,Noveno,lenguaje,6
el nuevo col the new school,privado,El Poblado,Tercero,matemáticas,6
el nuevo col the new school,privado,El Poblado,Quinto,matemáticas,6
el nuevo col the new school,privado,El Poblado,Noveno,matemáticas,6
i.e. prados verdes,privado,La Candelaria,Noveno,matemáticas,6
i.e. prados verdes,privado,La Candelaria,Quinto,lenguaje,6
i.e. prados verdes,privado,La Candelaria,Noveno,lenguaje,6
i.e. prados verdes,privado,La Candelaria,Tercero,lenguaje,6
i.e. prados verdes,privado,La Candelaria,Quinto,matemáticas,6
i.e. prados verdes,privado,La Candelaria,Tercero,matemáticas,6
col de maria,privado,Aranjuez,Tercero,matemáticas,6
col de maria,privado,Aranjuez,Tercero,lenguaje,6
col de maria,privado,Aranjuez,Noveno,lenguaje,6
col de maria,privado,Aranjuez,Quinto,matemáticas,6
col de maria,privado,Aranjuez,Noveno,matemáticas,6
col de maria,privado,Aranjuez,Quinto,lenguaje,6
col calasanz femenino,privado,Laureles - Estadio,Tercero,matemáticas,6
col calasanz femenino,privado,Laureles - Estadio,Quinto,lenguaje,6
col calasanz femenino,privado,Laureles - Estadio,Quinto,matemáticas,6
col calasanz femenino,privado,Laureles - Estadio,Tercero,lenguaje,6
col calasanz femenino,privado,Laureles - Estadio,Noveno,matemáticas,6
col calasanz femenino,privado,Laureles - Estadio,Noveno,lenguaje,6
col santa clara de asis,privado,La América,Quinto,matemáticas,6
col santa clara de asis,privado,La América,Tercero,lenguaje,6
col santa clara de asis,privado,La América,Noveno,lenguaje,6
col santa clara de asis,privado,La América,Quinto,lenguaje,6
col santa clara de asis,privado,La América,Tercero,matemáticas,6
col santa clara de asis,privado,La América,Noveno,matemáticas,6
inst colombo venezolano,privado,La América,Quinto,lenguaje,6
inst colombo venezolano,privado,La América,Tercero,matemáticas,6
inst colombo venezolano,privado,La América,Noveno,matemáticas,6
inst colombo venezolano,privado,La América,Noveno,lenguaje,6
inst colombo venezolano,privado,La América,Tercero,lenguaje,6
inst colombo venezolano,privado,La América,Quinto,matemáticas,6
colegio san jose de la salle,privado,El Poblado,Noveno,matemáticas,6
colegio san jose de la salle,privado,El Poblado,Tercero,matemáticas,6
colegio san jose de la salle,privado,El Poblado,Noveno,lenguaje,6
colegio san jose de la salle,privado,El Poblado,Quinto,matemáticas,6
colegio san jose de la salle,privado,El Poblado,Tercero,lenguaje,6
colegio san jose de la salle,privado,El Poblado,Quinto,lenguaje,6
inst pedag claret,privado,Aranjuez,Quinto,lenguaje,6
inst pedag claret,privado,Aranjuez,Tercero,lenguaje,6
inst pedag claret,privado,Aranjuez,Quinto,matemáticas,6
inst pedag claret,privado,Aranjuez,Noveno,lenguaje,6
inst pedag claret,privado,Aranjuez,Noveno,matemáticas,6
inst pedag claret,privado,Aranjuez,Tercero,matemáticas,6
lic san rafael,privado,Belén,Noveno,lenguaje,6
lic san rafael,privado,Belén,Quinto,matemáticas,6
lic san rafael,privado,Belén,Noveno,matemáticas,6
lic san rafael,privado,Belén,Tercero,matemáticas,6
lic san rafael,privado,Belén,Tercero,lenguaje,6
lic san rafael,privado,Belén,Quinto,lenguaje,6
inst san carlos,privado,Belén,Noveno,lenguaje,6
inst san carlos,privado,Belén,Quinto,matemáticas,6
inst san carlos,privado,Belén,Tercero,matemáticas,6
inst san carlos,privado,Belén,Quinto,lenguaje,6
inst san carlos,privado,Belén,Noveno,matemáticas,6
inst san carlos,privado,Belén,Tercero,lenguaje,6
col marymount,privado,El Poblado,Noveno,lenguaje,6
col marymount,privado,El Poblado,Tercero,lenguaje,6
col marymount,privado,El Poblado,Tercero,matemáticas,6
col marymount,privado,El Poblado,Noveno,matemáticas,6
col marymount,privado,El Poblado,Quinto,matemáticas,6
col marymount,privado,El Poblado,Quinto,lenguaje,6
col milit jose maria cordoba,privado,La Candelaria,Tercero,lenguaje,6
col milit jose maria cordoba,privado,La Candelaria,Noveno,matemáticas,6
col milit jose maria cordoba,privado,La Candelaria,Noveno,lenguaje,6
col milit jose maria cordoba,privado,La Candelaria,Quinto,lenguaje,6
col milit jose maria cordoba,privado,La Candelaria,Tercero,matemáticas,6
col milit jose maria cordoba,privado,La Candelaria,Quinto,matemáticas,6
inst salesiano pedro justo berrio,privado,Belén,Tercero,matemáticas,6
inst salesiano pedro justo berrio,privado,Belén,Quinto,lenguaje,6
inst salesiano pedro justo berrio,privado,Belén,Quinto,matemáticas,6
inst salesiano pedro justo berrio,privado,Belén,Tercero,lenguaje,6
inst salesiano pedro justo berrio,privado,Belén,Noveno,matemáticas,6
inst salesiano pedro justo berrio,privado,Belén,Noveno,lenguaje,6
inst antioquia,privado,La Candelaria,Noveno,matemáticas,6
inst antioquia,privado,La Candelaria,Tercero,matemáticas,6
inst antioquia,privado,La Candelaria,Quinto,matemáticas,6
inst antioquia,privado,La Candelaria,Tercero,lenguaje,6
inst antioquia,privado,La Candelaria,Noveno,lenguaje,6
inst antioquia,privado,La Candelaria,Quinto,lenguaje,6
cent educal conquistadores,privado,Altavista,Tercero,lenguaje,6
cent educal conquistadores,privado,Altavista,Quinto,matemáticas,6
cent educal conquistadores,privado,Altavista,Noveno,matemáticas,6
cent educal conquistadores,privado,Altavista,Noveno,lenguaje,6
cent educal conquistadores,privado,Altavista,Quinto,lenguaje,6
cent educal conquistadores,privado,Altavista,Tercero,matemáticas,6
comunidad colegio jesus maria,privado,Laureles - Estadio,Quinto,lenguaje,6
comunidad colegio jesus maria,privado,Laureles - Estadio,Tercero,lenguaje,6
comunidad colegio jesus maria,privado,Laureles - Estadio,Noveno,matemáticas,6
comunidad colegio jesus maria,privado,Laureles - Estadio,Quinto,matemáticas,6
comunidad colegio jesus maria,privado,Laureles - Estadio,Noveno,lenguaje,6
comunidad colegio jesus maria,privado,Laureles - Estadio,Tercero,matemáticas,6
lic salazar y herrera,privado,La América,Noveno,matemáticas,6
lic salazar y herrera,privado,La América,Tercero,lenguaje,6
lic salazar y herrera,privado,La América,Noveno,lenguaje,6
lic salazar y herrera,privado,La América,Tercero,matemáticas,6
lic salazar y herrera,privado,La América,Quinto,lenguaje,6
lic salazar y herrera,privado,La América,Quinto,matemáticas,6
col de la presentacion - medellin,privado,La América,Noveno,lenguaje,6
col de la presentacion - medellin,privado,La América,Quinto,matemáticas,6
col de la presentacion - medellin,privado,La América,Noveno,matemáticas,6
col de la presentacion - medellin,privado,La América,Quinto,lenguaje,6
col de la presentacion - medellin,privado,La América,Tercero,lenguaje,6
col de la presentacion - medellin,privado,La América,Tercero,matemáticas,6
col calasanz,privado,La América,Tercero,matemáticas,6
col calasanz,privado,La América,Tercero,lenguaje,6
col calasanz,privado,La América,Noveno,lenguaje,6
col calasanz,privado,La América,Noveno,matemáticas,6
col calasanz,privado,La América,Quinto,matemáticas,6
col calasanz,privado,La América,Quinto,lenguaje,6
col nuestra senora de lourdes,contratacion,Aranjuez,Noveno,lenguaje,6
col nuestra senora de lourdes,contratacion,Aranjuez,Tercero,lenguaje,6
col nuestra senora de lourdes,contratacion,Aranjuez,Quinto,lenguaje,6
col nuestra senora de lourdes,contratacion,Aranjuez,Tercero,matemáticas,6
col nuestra senora de lourdes,contratacion,Aranjuez,Quinto,matemáticas,6
col nuestra senora de lourdes,contratacion,Aranjuez,Noveno,matemáticas,6
colegio de la universidad pontificia bolivariana,privado,Laureles - Estadio,Quinto,lenguaje,6
colegio de la universidad pontificia bolivariana,privado,Laureles - Estadio,Noveno,matemáticas,6
colegio de la universidad pontificia bolivariana,privado,Laureles - Estadio,Noveno,lenguaje,6
colegio de la universidad pontificia bolivariana,privado,Laureles - Estadio,Tercero,lenguaje,6
colegio de la universidad pontificia bolivariana,privado,Laureles - Estadio,Tercero,matemáticas,6
colegio de la universidad pontificia bolivariana,privado,Laureles - Estadio,Quinto,matemáticas,6
col santa maria del rosario,privado,El Poblado,Quinto,matemáticas,6
col santa maria del rosario,privado,El Poblado,Tercero,lenguaje,6
col santa maria del rosario,privado,El Poblado,Tercero,matemáticas,6
col santa maria del rosario,privado,El Poblado,Quinto,lenguaje,6
col santa maria del rosario,privado,El Poblado,Noveno,lenguaje,6
col santa maria del rosario,privado,El Poblado,Noveno,matemáticas,6
col eucaristico de la milagrosa,privado,Buenos Aires,Noveno,lenguaje,6
col eucaristico de la milagrosa,privado,Buenos Aires,Quinto,matemáticas,6
col eucaristico de la milagrosa,privado,Buenos Aires,Tercero,matemáticas,6
col eucaristico de la milagrosa,privado,Buenos Aires,Noveno,matemáticas,6
col eucaristico de la milagrosa,privado,Buenos Aires,Quinto,lenguaje,6
col eucaristico de la milagrosa,privado,Buenos Aires,Tercero,lenguaje,6
col salesiano el sufragio,privado,La Candelaria,Noveno,lenguaje,6
col salesiano el sufragio,privado,La Candelaria,Quinto,lenguaje,6
col salesiano el sufragio,privado,La Candelaria,Tercero,lenguaje,6
col salesiano el sufragio,privado,La Candelaria,Noveno,matemáticas,6
col salesiano el sufragio,privado,La Candelaria,Quinto,matemáticas,6
col salesiano el sufragio,privado,La Candelaria,Tercero,matemáticas,6
col san ignacio de loyola,privado,Laureles - Estadio,Noveno,lenguaje,6
col san ignacio de loyola,privado,Laureles - Estadio,Tercero,lenguaje,6
col san ignacio de loyola,privado,Laureles - Estadio,Quinto,matemáticas,6
col san ignacio de loyola,privado,Laureles - Estadio,Quinto,lenguaje,6
col san ignacio de loyola,privado,Laureles - Estadio,Tercero,matemáticas,6
col san ignacio de loyola,privado,Laureles - Estadio,Noveno,matemáticas,6
col sagrados corazones,privado,Robledo,Quinto,matemáticas,6
col sagrados corazones,privado,Robledo,Tercero,matemáticas,6
col sagrados corazones,privado,Robledo,Noveno,lenguaje,6
col sagrados corazones,privado,Robledo,Noveno,matemáticas,6
col sagrados corazones,privado,Robledo,Tercero,lenguaje,6
col sagrados corazones,privado,Robledo,Quinto,lenguaje,6
col maria reina del carmelo,contratacion,Manrique,Quinto,matemáticas,6
col maria reina del carmelo,contratacion,Manrique,Tercero,lenguaje,6
col maria reina del carmelo,contratacion,Manrique,Noveno,matemáticas,6
col maria reina del carmelo,contratacion,Manrique,Noveno,lenguaje,6
col maria reina del carmelo,contratacion,Manrique,Quinto,lenguaje,6
col maria reina del carmelo,contratacion,Manrique,Tercero,matemáticas,6
inst tomas carrasquilla,contratacion,Buenos Aires,Quinto,matemáticas,6
inst tomas carrasquilla,contratacion,Buenos Aires,Noveno,matemáticas,6
inst tomas carrasquilla,contratacion,Buenos Aires,Tercero,lenguaje,6
inst tomas carrasquilla,contratacion,Buenos Aires,Noveno,lenguaje,6
inst tomas carrasquilla,contratacion,Buenos Aires,Tercero,matemáticas,6
inst tomas carrasquilla,contratacion,Buenos Aires,Quinto,lenguaje,6
col palermo de san jose,privado,El Poblado,Noveno,matemáticas,6
col palermo de san jose,privado,El Poblado,Quinto,matemáticas,6
col palermo de san jose,privado,El Poblado,Tercero,lenguaje,6
col palermo de san jose,privado,El Poblado,Quinto,lenguaje,6
col palermo de san jose,privado,El Poblado,Noveno,lenguaje,6
col palermo de san jose,privado,El Poblado,Tercero,matemáticas,6
inst jorge robledo,privado,Laureles - Estadio,Tercero,lenguaje,6
inst jorge robledo,privado,Laureles - Estadio,Noveno,matemáticas,6
inst jorge robledo,privado,Laureles - Estadio,Quinto,lenguaje,6
inst jorge robledo,privado,Laureles - Estadio,Noveno,lenguaje,6
inst jorge robledo,privado,Laureles - Estadio,Tercero,matemáticas,6
inst jorge robledo,privado,Laureles - Estadio,Quinto,matemáticas,6
col gimn los pinares,privado,El Poblado,Quinto,lenguaje,6
col gimn los pinares,privado,El Poblado,Quinto,matemáticas,6
col gimn los pinares,privado,El Poblado,Noveno,matemáticas,6
col gimn los pinares,privado,El Poblado,Noveno,lenguaje,6
col gimn los pinares,privado,El Poblado,Tercero,matemáticas,6
col gimn los pinares,privado,El Poblado,Tercero,lenguaje,6
col ateneo horizontes,privado,La América,Tercero,lenguaje,6
col ateneo horizontes,privado,La América,Quinto,lenguaje,6
col ateneo horizontes,privado,La América,Noveno,matemáticas,6
col ateneo horizontes,privado,La América,Tercero,matemáticas,6
col ateneo horizontes,privado,La América,Quinto,matemáticas,6
col ateneo horizontes,privado,La América,Noveno,lenguaje,6
col divino salvador,privado,Buenos Aires,Tercero,matemáticas,6
col divino salvador,privado,Buenos Aires,Quinto,lenguaje,6
col divino salvador,privado,Buenos Aires,Noveno,matemáticas,6
col divino salvador,privado,Buenos Aires,Quinto,matemáticas,6
col divino salvador,privado,Buenos Aires,Tercero,lenguaje,6
