promedio,promedio_establecimiento,desviacion,nivel_superior,nivel_minimo,nivel_satisfactorio,nivel_avanzado
0.7159415325997799,1.3329410327014657,10.079855396065993,7.9491590205178015,30.129357431316595,7.785736727974609,2.1872315075293964
0.7159719960267699,1.3329410327014657,10.079855396065993,3.798747833668439,50.15309986022796,13.678479021291285,2.8872320161403535
0.7159491412224827,1.5274607801153044,9.360469677707915,5.282164398026127,52.39387795645746,10.59640873810338,2.6454536532292012
0.7159491412224827,2.0106890489861033,10.079855396065993,5.282164398026127,69.2789813177572,7.402790822398454,1.172938055234429
0.7159116132732668,1.5573983293572218,9.454026045570622,7.056507689402629,47.91512087234339,6.608849309135248,2.1872315075293964
0.7159698689801505,2.03217483009675,10.079855396065993,2.9556540850964494,55.760052940871795,15.37334180232847,1.7722746106813259
0.7159019884783121,1.4655967467611846,8.567650576851218,7.522676302785203,42.33323956358422,8.160384815293924,0.0
0.7159236620761782,1.4336048409191602,8.567650576851218,6.805400639814395,47.91512087234339,9.240664948592967,0.7222582488154172
0.7159236620761782,2.1549619798420605,9.360469677707915,6.718630314808322,67.02023623706751,1.6033722058246862,1.172938055234429
0.7158952693826155,1.4008584719555932,9.637867438511595,8.885755810066776,29.025987938017632,2.249250836826027,1.506021519219522
0.7159466469082008,2.3910213535274627,10.417129249880889,4.758823908563401,56.88339597011531,11.561608999691723,1.7722746106813259
0.7159415325997799,1.3329410327014657,9.265776034038678,5.02940146354753,59.13193865040926,11.244258765092155,1.172938055234429
0.7159348935908889,0.0,10.499379933637282,8.149927947501876,24.624509891056555,8.160384815293924,2.3565273667360196
0.7159942908787326,0.8825568889273957,10.417129249880889,3.4060626799324463,32.33941434292497,13.386144226747033,4.1842397954231005
0.7160077575510838,1.6711817843309282,9.817564180771784,0.0,27.923775241530336,20.945041955284392,3.0957468483346817
0.715993397706235,1.7765545503706457,10.250190527043415,2.7011313616491277,59.13193865040926,13.678479021291285,2.3565273667360196
0.7159751260211139,0.0,11.503632029883393,4.466964296403997,44.56366784638432,11.874868141514916,3.520187561055849
0.7159771733083459,0.8825568889273957,10.580845670123564,5.157828587878197,27.923775241530336,11.244258765092155,4.1842397954231005
0.7159453842257166,1.7509271148863381,9.728218398221411,6.0599545174436145,54.63734413712981,10.265417265796929,0.0
0.715970936600658,1.9214775201922385,9.728218398221411,3.1893798868064014,50.15309986022796,15.918087469807976,1.9950796636760009
0.7159801868445426,1.7509271148863381,8.974486401243459,4.466964296403997,50.15309986022796,13.090689725152757,2.5080853947274093
0.7159575575989838,2.250136030876712,8.874847730581186,4.615812602851551,58.00736160512809,11.244258765092155,2.1872315075293964
0.7159771733083459,1.7509271148863381,9.728218398221411,3.4060626799324463,44.56366784638432,17.241701911771084,1.7722746106813259
0.7159632860365266,2.1151428576054814,8.246892691154198,2.7011313616491277,54.63734413712981,13.967817401223684,2.6454536532292012
0.7159915920023495,2.565872354835014,9.993355501539813,3.4060626799324463,9.42283669111725,19.50617069712482,4.081628222330351
0.7159621584581131,2.0106890489861033,7.795101947107359,3.9785253491063246,29.025987938017632,20.945041955284392,0.0
0.7159466469082008,1.4655967467611846,8.974486401243459,7.295122233929755,45.68006174350935,8.160384815293924,0.0
0.7159897600433802,1.4336048409191602,8.874847730581186,2.1060672614499865,29.025987938017632,20.708737445213483,2.6454536532292012
0.7159293749916801,1.3329410327014657,9.637867438511595,5.957295612362805,43.4480542960916,12.18423232997414,1.9950796636760009
0.7159236620761782,2.0106890489861033,9.817564180771784,7.1373574447352555,52.39387795645746,5.770743040260576,1.172938055234429
0.7159563842311863,1.367318129972072,9.728218398221411,5.02940146354753,50.15309986022796,11.244258765092155,2.8872320161403535
0.7159348935908889,1.6982598967112243,9.905933945160719,7.740356654870129,35.662284745357944,8.887315303623748,0.7222582488154172
0.7159428271969571,2.0106890489861033,9.817564180771784,4.466964296403997,60.25711631176488,12.791983115043084,0.0
0.7159632860365266,1.6435797365673257,9.546480701531253,3.4060626799324463,58.00736160512809,12.489881895308185,2.6454536532292012
